transaction_id,date,amount,transaction_count,average_transaction_value,customer_tenure_days,credit_score,payment_frequency,industry_sector,geographical_region,amount_volatility,payment_delay_days,compliance_score,risk_label,month,day_of_week,is_month_end
15,2023-11-09 14:15:17.042717087,31.115698624781068,5,13.792917256911577,1275,608.0182107929143,weekly,retail,North,0.8727072195173107,1.7675093492865566,72.64047932450738,0,11,3,0
16,2023-11-09 15:07:50.958108626,19.829463350626344,8,20.84906448526185,169,779.6033070992064,weekly,retail,North,-0.30379239157329274,4.325546238345357,88.46261658365518,0,11,3,0
17,2023-11-09 16:00:24.873500165,74.75733485409799,5,19.55929583196514,2492,664.8403848506181,monthly,manufacturing,West,-0.12576621317458708,0.7188180118208342,81.9413199218579,0,11,3,0
18,2023-11-09 16:52:58.788891704,22.020545952685225,6,72.80773807250456,415,663.741873878526,weekly,tech,East,-2.0912915205583444,7.0053523716984785,91.90128649870651,0,11,3,0
19,2023-11-09 17:45:32.704283243,13.299099134223223,3,21.632174998597417,1759,657.4754288183066,monthly,manufacturing,South,0.9348939704376975,6.912727976810276,67.47959838220277,1,11,3,0
20,2023-11-09 18:38:06.619674783,236.4291932757092,5,33.85576421153757,1312,805.32478154299,weekly,services,South,1.5952869065829705,1.2256644114956385,86.31119177482894,1,11,3,0
21,2023-11-09 19:30:40.535066322,43.563676682262034,8,55.513670427227844,3220,704.5736188302756,monthly,manufacturing,South,-0.22736986283141142,2.4465568028239244,74.29515747059017,0,11,3,0
22,2023-11-09 20:23:14.450457861,58.41240050381755,4,18.04879907285038,2131,680.1568640126504,monthly,services,West,0.4862350192704479,3.605281354102883,83.27581376066252,0,11,3,0
23,2023-11-09 21:15:48.365849400,13.134624221550554,5,66.73777081997171,3247,663.2877309424479,weekly,manufacturing,South,-0.9234857927606555,5.685366748609381,100.0,0,11,3,0
24,2023-11-09 22:08:22.281240939,31.677836600057525,1,71.4687525306058,2270,693.5054649570387,weekly,manufacturing,West,-0.7238011323964622,2.1770788375154506,76.96992496062016,0,11,3,0
25,2023-11-09 23:00:56.196632478,61.00297233014346,5,6.05495084308693,627,609.5377962982026,weekly,services,North,-0.15087957707652608,0.230529419035567,86.65826161187579,0,11,3,0
26,2023-11-09 23:53:30.112024018,17.27061362123908,6,44.04039277668054,73,695.0299223430183,weekly,retail,West,-1.904555680761363,1.5999228194544663,90.48497596892517,0,11,3,0
27,2023-11-10 00:46:04.027415557,79.4953093748707,3,75.75986306423344,2900,721.1757220169671,monthly,tech,West,0.6456942523772172,3.8340699318180196,73.88683614306122,0,11,4,0
28,2023-11-10 01:38:37.942807096,29.944968389019706,6,24.348516298342123,624,685.509262662178,weekly,retail,North,-1.4896151353230778,2.5775258562025556,78.1762902705159,0,11,4,0
29,2023-11-10 02:31:11.858198635,40.78466896802213,5,51.01316687626962,3021,752.343362344833,quarterly,retail,East,2.4552328293393284,20.706975669954858,88.11348487684938,1,11,4,0
30,2023-11-10 03:23:45.773590174,29.913006558600582,5,11.477815659632725,188,668.6183960111254,quarterly,services,West,-0.8772831755739758,2.343921977525845,85.14843995795786,0,11,4,0
31,2023-11-10 04:16:19.688981713,348.0263462448485,6,9.320793241089147,3567,686.4434377003239,weekly,services,North,-1.4688146897030674,8.828848882093634,75.99356354353549,0,11,4,0
32,2023-11-10 05:08:53.604373252,53.86617744337426,6,23.587987983822487,1821,648.9773414236079,monthly,services,South,0.11391430908468306,0.09622829136158521,91.23057445032475,0,11,4,0
33,2023-11-10 06:01:27.519764792,18.95919562422182,7,15.171774312661952,2228,750.7108016035791,quarterly,retail,South,0.09606865563780473,2.9828572395087867,81.75363133440482,0,11,4,0
34,2023-11-10 06:54:01.435156331,124.2809728152438,6,44.039031752892306,3230,652.5861770188731,monthly,services,West,0.951947163768825,2.8289080723888733,76.04006487328361,0,11,4,0
35,2023-11-10 07:46:35.350547870,16.105427871177515,5,42.91457290436009,1861,770.8322681722543,weekly,manufacturing,North,-1.5099932828536347,12.20299947708057,80.42689731622568,1,11,4,0
36,2023-11-10 08:39:09.265939409,67.28003897801074,6,135.62061110795426,2628,665.6020884447787,weekly,tech,North,0.38369896082736776,1.6062321661557153,92.26034757460054,0,11,4,0
37,2023-11-10 09:31:43.181330948,7.693146565689035,6,62.68381274285606,1714,733.6962457516073,weekly,retail,South,0.4650202415771064,3.0359615254233496,82.57780872597773,0,11,4,0
38,2023-11-10 10:24:17.096722487,14.466186361969449,5,20.52801684765429,3054,664.5486091152741,quarterly,services,West,-0.8557066828085718,5.297700339495006,76.698261854502,0,11,4,0
39,2023-11-10 11:16:51.012114027,66.47734652515861,10,34.33888011698549,3643,642.5949636703735,weekly,retail,North,-0.403440755007393,6.600389178424912,69.22837688513583,1,11,4,0
40,2023-11-10 12:09:24.927505566,114.25886045632102,4,39.407573398212335,1567,708.167619193921,monthly,manufacturing,East,-0.6326992132685558,18.454849175830482,76.41330684134186,1,11,4,0
41,2023-11-10 13:01:58.842897105,64.80406165078323,8,50.51713205577929,2730,633.1552095148004,monthly,tech,South,0.17768608610152703,20.051886953835975,76.60925466594422,1,11,4,0
42,2023-11-10 13:54:32.758288644,48.635402762224146,6,6.2082847987716585,2721,814.6158971111707,monthly,services,South,-0.15267728324447521,4.068651432735048,72.21554256233762,1,11,4,0
43,2023-11-10 14:47:06.673680183,40.40268747490539,4,23.048114817382153,1857,712.2765247364902,weekly,services,South,1.3118251586569347,5.71324997296192,80.52895436408096,1,11,4,0
44,2023-11-10 15:39:40.589071722,12.446979831068465,5,76.23247252172837,1043,699.4787072553014,monthly,services,South,-0.8249180671780341,0.5118499586986587,69.81628359071217,1,11,4,0
45,2023-11-10 16:32:14.504463261,26.579913304692088,4,45.40974928916604,3471,578.9616796841608,quarterly,manufacturing,North,0.560528112616821,9.755938638126963,94.29291889183403,0,11,4,0
46,2023-11-10 17:24:48.419854801,34.444909754047835,6,34.178910467666704,2370,712.5599501484617,quarterly,manufacturing,South,-0.4640387108059918,2.096890747422127,99.94263757786746,0,11,4,0
47,2023-11-10 18:17:22.335246340,157.13765839121743,2,21.86153362738815,2819,738.2727064804822,monthly,retail,North,-0.5271586851692932,4.075987542737483,99.48647552838484,0,11,4,0
48,2023-11-10 19:09:56.250637879,76.98559216216569,2,29.807772596920337,2391,669.8168342898186,quarterly,services,North,-0.7485345347461908,11.462766533223473,86.57458916383912,0,11,4,0
49,2023-11-10 20:02:30.166029418,9.364817466140384,9,34.23784463260961,872,694.7429757211164,monthly,services,South,0.9077175533029644,0.7053786400640085,94.21512632341009,0,11,4,0
50,2023-11-10 20:55:04.081420957,75.49632423153768,1,15.982352235599985,171,717.4498008835686,quarterly,services,West,1.1747688920277577,9.755264844157296,89.94367839051564,0,11,4,0
51,2023-11-10 21:47:37.996812496,37.148289223192144,3,41.01645933126405,1589,777.94386652728,quarterly,retail,West,0.5508472274107082,0.8591985603646918,92.77803317957994,0,11,4,0
52,2023-11-10 22:40:11.912204036,27.745620271827672,4,35.02747908637498,1862,640.7606139857862,weekly,services,West,-0.2169877523885998,1.8617617888422964,92.86614591528568,0,11,4,0
53,2023-11-10 23:32:45.827595575,100.65273135145736,3,23.704868966750226,3422,757.1913383543524,monthly,manufacturing,East,0.022081358233432245,5.4692791878745615,73.3368584041705,0,11,4,0
54,2023-11-11 00:25:19.742987114,153.0859491011339,2,23.654138079176985,3583,737.0504563236935,monthly,tech,North,0.18310474116031766,6.650188719625029,92.91777488223718,0,11,5,0
55,2023-11-11 01:17:53.658378653,138.55676802898947,6,12.223967142895113,1257,632.7925958908701,quarterly,tech,North,0.644414258479922,6.918588095777768,87.66142365141646,0,11,5,0
56,2023-11-11 02:10:27.573770192,23.589046590676908,2,80.39613909071177,433,606.9868092107099,quarterly,services,North,-1.9138728166092327,12.249310345489953,76.1809549254692,1,11,5,0
57,2023-11-11 03:03:01.489161731,40.07639966999279,7,49.250418196068516,3343,652.2500154397505,weekly,manufacturing,West,-0.9261125684934725,1.7179298917744912,76.02472365890746,0,11,5,0
58,2023-11-11 03:55:35.404553270,76.04029760466724,10,41.682307811883064,1645,678.1872179226172,monthly,manufacturing,South,-0.07236343835913796,7.323878094360791,83.02842531833669,0,11,5,0
59,2023-11-11 04:48:09.319944810,144.82775316964688,1,50.92485504667023,1967,632.6370761370104,weekly,retail,West,1.5554933773665673,24.516635024001573,79.33550700412941,1,11,5,0
60,2023-11-11 05:40:43.235336349,33.812337887980696,2,3.630581179256233,3186,717.553543233899,quarterly,tech,West,-0.8641136341560876,0.3826705395950949,87.21351058537333,0,11,5,0
61,2023-11-11 06:33:17.150727888,45.34686400968111,4,128.6199451668289,1233,643.8109520390241,quarterly,services,East,-0.4674565113679908,1.1160819105431532,81.90910746168954,0,11,5,0
62,2023-11-11 07:25:51.066119427,18.059376543534235,4,3.986870332127808,1033,725.7104498922142,weekly,services,West,0.792077680377416,12.289706144050188,100.0,1,11,5,0
63,2023-11-11 08:18:24.981510966,16.507145964682994,8,67.48509233312048,2754,682.0486534674576,quarterly,tech,West,-0.06968201936580208,1.4977629233110696,83.72219864518941,0,11,5,0
64,2023-11-11 09:10:58.896902505,123.0420076153785,6,35.68983493166858,818,687.2040611129755,quarterly,tech,West,-0.7740177992836005,14.611304719696527,79.18678913790096,1,11,5,0
65,2023-11-11 10:03:32.812294045,211.92660853303565,2,14.126723797832437,3509,755.9732609992682,monthly,tech,North,0.051509352527272435,3.7129426444217812,89.13004010012624,0,11,5,0
66,2023-11-11 10:56:06.727685584,50.80475123300298,6,35.99927967320581,2153,754.0039006824893,quarterly,tech,North,0.8843021708763288,3.886021904986816,79.20434915317766,0,11,5,0
67,2023-11-11 11:48:40.643077123,148.93841493079702,8,48.85820003648265,1373,735.2609574566594,monthly,services,North,0.9321679197320142,0.5541938114763435,89.4859593097652,0,11,5,0
68,2023-11-11 12:41:14.558468662,78.38526984295432,8,22.124163643556287,2419,638.8425567572125,quarterly,manufacturing,East,0.10814953330576972,1.0320695377644853,82.34004019670083,0,11,5,0
69,2023-11-11 13:33:48.473860201,28.64217395308568,2,86.55407204693202,3498,642.9686451459015,monthly,tech,North,-0.41535401464952476,10.353565283942071,83.82040981018231,0,11,5,0
70,2023-11-11 14:26:22.389251740,78.36642675771073,5,9.896845512426795,942,670.4049049045876,quarterly,manufacturing,East,-0.6394671807753474,6.403679056405206,71.50608413761424,1,11,5,0
71,2023-11-11 15:18:56.304643279,254.1784467138276,4,14.146661088816044,3039,793.7676011999683,monthly,manufacturing,North,-0.6462027503901658,0.68489070674031,78.3554065011037,0,11,5,0
72,2023-11-11 16:11:30.220034819,52.676738366883185,3,12.031453446367152,864,636.2726103574836,monthly,services,East,-0.2478013890306279,0.7548726289940404,81.19814262015548,0,11,5,0
73,2023-11-11 17:04:04.135426358,261.0321698386339,8,10.534178770351746,760,730.3824981122457,monthly,manufacturing,East,0.6567856342121554,12.292077513252181,78.19526135053152,1,11,5,0
74,2023-11-11 17:56:38.050817897,3.9759149428027425,3,37.82543713851182,58,629.5290562704529,monthly,tech,North,0.982344635064911,7.659336628484359,64.8390651380266,1,11,5,0
75,2023-11-11 18:49:11.966209436,124.20115939699143,7,119.5120036061682,257,730.1711049337368,weekly,manufacturing,East,-0.26531512134824475,0.635549601753982,66.36534903754921,1,11,5,0
76,2023-11-11 19:41:45.881600975,59.563744084432095,2,65.38387271353307,1630,659.6264248188179,monthly,tech,West,-1.3204914559598167,4.202943230760696,75.03618152834781,0,11,5,0
77,2023-11-11 20:34:19.796992514,40.48747429193094,1,25.928866686164945,1884,724.223936876235,quarterly,retail,West,1.6068788709694586,20.441321640934596,89.73778549530397,1,11,5,0
78,2023-11-11 21:26:53.712384054,59.84517296487749,5,100.61012244775998,2813,653.6710480592321,weekly,tech,West,-1.1300865645093148,3.755722509390853,100.0,0,11,5,0
79,2023-11-11 22:19:27.627775593,7.481483381794714,4,75.51822148830946,3290,666.7813725080907,quarterly,services,South,-1.0263535776704784,0.4938689628097841,79.59708509652776,0,11,5,0
80,2023-11-11 23:12:01.543167132,43.83042067060223,4,19.357759909953423,82,692.5617842629343,quarterly,manufacturing,East,-0.651682725177998,3.254497275941274,66.71124964023178,1,11,5,0
81,2023-11-12 00:04:35.458558671,78.0314984543691,4,26.171699879040204,1784,662.7453634131466,weekly,manufacturing,East,1.9687293772451282,1.7415261920998928,74.652179835288,1,11,6,0
82,2023-11-12 00:57:09.373950210,239.34213243224113,3,41.74738590679178,769,645.599024743786,monthly,retail,East,-1.135077767234787,3.637210652976204,95.4955963448404,0,11,6,0
83,2023-11-12 01:49:43.289341749,32.51591890006048,0,17.716752772680607,425,675.0327488012852,weekly,retail,East,1.2321961227780345,6.796838391659329,88.43523212015647,0,11,6,0
84,2023-11-12 02:42:17.204733288,24.3250430318082,2,14.98678522614806,2420,710.139758711395,quarterly,tech,East,0.8801858751247278,3.4385760821781943,76.04067823872015,0,11,6,0
85,2023-11-12 03:34:51.120124828,33.0573177534015,3,59.76071111363006,3376,552.2640602596991,weekly,tech,West,-0.0013017043792688855,0.7152579960983202,89.8647282833001,0,11,6,0
86,2023-11-12 04:27:25.035516367,136.37413723295208,4,71.95241757059864,2515,709.6672932556635,monthly,tech,East,-0.5106062925643263,7.183427799577267,88.5636797802528,0,11,6,0
87,2023-11-12 05:19:58.950907906,75.84949968482118,2,14.643947403282999,1891,613.6708579710072,monthly,services,East,0.22070899522051748,1.4091496057215047,85.9265321248402,0,11,6,0
88,2023-11-12 06:12:32.866299445,32.14444963857214,6,44.30793273173346,1825,715.7993957916584,weekly,retail,South,-0.4082132390602758,0.07001641461014996,63.88655448345768,1,11,6,0
89,2023-11-12 07:05:06.781690984,91.2193853461853,5,43.72984127237494,1608,810.5680030470394,quarterly,tech,West,0.5489590771464437,0.797911336707664,87.65378648402694,0,11,6,0
90,2023-11-12 07:57:40.697082523,60.16420350838764,1,13.697698691618573,2036,689.9706374038399,monthly,retail,West,-1.912115384103237,5.25052826852436,78.91001026832825,0,11,6,0
91,2023-11-12 08:50:14.612474063,143.83186173564425,8,42.89169496972884,1009,709.5936175761591,monthly,retail,West,0.12430844818390877,14.32304005145392,86.6670439234112,1,11,6,0
92,2023-11-12 09:42:48.527865602,27.057031231127574,6,50.100961119843625,859,642.4007700155142,quarterly,manufacturing,West,0.6054217133953819,7.1360268557444915,76.92654793445367,0,11,6,0
93,2023-11-12 10:35:22.443257141,39.34377841239877,1,52.03769174499142,170,688.3972761598038,weekly,retail,South,-0.11459638731470975,1.950000278433488,96.0434039677121,0,11,6,0
94,2023-11-12 11:27:56.358648680,36.88820480139583,9,26.168545785241115,2952,617.757569555788,monthly,retail,West,-0.4251273273953741,2.684140292836668,86.62319646243729,0,11,6,0
95,2023-11-12 12:20:30.274040219,12.635180821129156,3,41.705887062102114,1132,755.6792787849424,quarterly,retail,West,-0.6108255549781797,4.279966279562028,81.37963251297194,0,11,6,0
96,2023-11-12 13:13:04.189431758,73.41441287687361,9,37.95886991058533,1136,638.3785761400632,weekly,services,West,1.2270540843911386,0.3514887224636359,75.84763782370977,0,11,6,0
97,2023-11-12 14:05:38.104823297,70.88474670072328,4,34.97657128347145,224,691.1969185951763,quarterly,tech,East,-1.2387291954710122,13.354759332697064,74.0088284695543,1,11,6,0
98,2023-11-12 14:58:12.020214837,54.87805032521179,3,66.30252329584519,2771,785.6709524109071,quarterly,retail,South,0.2371358769039881,2.206924200979576,98.21185777318985,0,11,6,0
99,2023-11-12 15:50:45.935606376,43.1815303927387,7,15.159253500097659,2206,690.3406225940528,quarterly,services,South,1.5644103866847847,2.773640181017745,83.15691741957036,1,11,6,0
100,2023-11-12 16:43:19.850997915,13.258372742380296,5,16.542984949669286,3132,692.2729267816416,weekly,retail,East,-0.8070842175734744,0.30581253441326556,91.2487494822469,0,11,6,0
101,2023-11-12 17:35:53.766389454,35.85039830248868,6,13.91018756808939,484,715.5510838776786,weekly,retail,East,2.3959502887010546,0.8311382709814336,66.81238270329291,1,11,6,0
102,2023-11-12 18:28:27.681780993,38.75599616123672,3,71.90360475003251,1802,771.7705260896423,quarterly,manufacturing,East,0.674205589549223,1.6780741595392812,95.85465140831715,0,11,6,0
103,2023-11-12 19:21:01.597172532,24.47672658520321,7,32.17147061974922,1984,683.2410537959735,weekly,tech,East,-1.6763151675107428,1.4275718283535155,81.83401503365465,0,11,6,0
104,2023-11-12 20:13:35.512564072,46.46569453263233,5,19.8166878106444,2576,781.7272556958422,quarterly,services,North,-0.639934791860724,1.8219005370041617,87.4746711594334,0,11,6,0
105,2023-11-12 21:06:09.427955611,81.78148365624439,8,89.68640566225058,2307,719.6990860298789,weekly,tech,West,-1.8848251654130503,1.8949708992055374,81.46659622864705,0,11,6,0
106,2023-11-12 21:58:43.343347150,360.0294743202462,7,26.969658877295632,2902,735.0246443453559,quarterly,retail,North,-0.6834599759005024,6.542061354326938,72.26503383528852,1,11,6,0
107,2023-11-12 22:51:17.258738689,65.01238647089293,3,5.702010529582413,598,742.7176780687355,monthly,tech,South,-1.6592788487437558,0.3229984699659752,100.0,0,11,6,0
108,2023-11-12 23:43:51.174130228,70.63673893920246,5,19.395692217315233,85,710.6369431176712,quarterly,tech,North,1.4501987675549357,2.690507993163618,88.45593853777079,1,11,6,0
109,2023-11-13 00:36:25.089521767,50.681151907706415,9,35.098010045129755,990,686.5495779379957,weekly,services,South,-2.0562176480560947,0.6792988334060246,85.77060167926703,0,11,0,0
110,2023-11-13 01:28:59.004913306,8.014310728734689,5,43.730518697877606,667,690.09990582709,monthly,manufacturing,East,0.49687492283579177,7.7915276125333,82.7778239221829,0,11,0,0
111,2023-11-13 02:21:32.920304846,53.16956385011515,6,18.905146858171612,578,660.4958256373923,monthly,manufacturing,East,-0.8496331479089286,24.113797099812576,79.87692202626742,1,11,0,0
112,2023-11-13 03:14:06.835696385,57.987658878032875,4,23.11513071934989,3016,650.6094736861337,quarterly,tech,South,0.5200955649853132,4.7795543136031124,100.0,0,11,0,0
113,2023-11-13 04:06:40.751087924,641.1363267117221,6,21.88280329454726,3499,678.5797369714642,monthly,manufacturing,North,0.482623939784327,4.982936777008255,95.38452764223305,0,11,0,0
114,2023-11-13 04:59:14.666479463,45.043966009094156,6,53.77150154472577,1175,683.9393841897266,monthly,services,East,-0.11786811907422871,0.04639362288193665,86.4239926612582,0,11,0,0
115,2023-11-13 05:51:48.581871002,73.81392078442967,5,94.33348115255619,3623,670.0668237587214,quarterly,tech,East,0.02056088027172562,3.3696543456917145,76.68690700833987,0,11,0,0
116,2023-11-13 06:44:22.497262541,52.73546715855663,6,17.98200261336932,3494,649.1961247634563,monthly,retail,East,-1.24286434633343,3.913065097157373,71.7789016045314,1,11,0,0
117,2023-11-13 07:36:56.412654081,16.96787689961023,4,99.77357473209189,3433,732.1957673508289,quarterly,tech,East,1.0255570609426337,16.09532308343003,76.29253579815767,1,11,0,0
118,2023-11-13 08:29:30.328045620,171.19834806619318,4,37.30891165266594,3492,784.758343175598,monthly,manufacturing,North,-0.1540774403255925,0.32407340535758977,84.08789766152958,0,11,0,0
119,2023-11-13 09:22:04.243437159,115.80792881347456,7,28.471612174196903,2702,799.4411904317883,weekly,manufacturing,East,0.5128532584480862,0.5827571114065936,80.10283168779524,0,11,0,0
120,2023-11-13 10:14:38.158828698,120.4255773822695,7,25.478738741768858,1397,732.90214235069,quarterly,manufacturing,South,2.1696794267935564,2.377683948717806,89.61835837360834,1,11,0,0
121,2023-11-13 11:07:12.074220237,21.99054405337271,5,14.827214641839609,1408,622.2302636127738,weekly,retail,East,-0.5261051605592757,2.752884608075221,84.85801215652185,0,11,0,0
122,2023-11-13 11:59:45.989611776,222.0259597698642,3,16.24401019596606,2911,791.634346504565,weekly,services,West,0.950910519227475,4.217848625459776,84.87720023535128,0,11,0,0
123,2023-11-13 12:52:19.905003315,13.438838862555532,3,14.408253747893774,1977,729.810160953083,quarterly,tech,East,-0.23644017567245348,15.15197271403018,68.61776580865663,1,11,0,0
124,2023-11-13 13:44:53.820394855,98.18535735458744,3,13.308627483931977,3247,747.4253179299219,monthly,retail,East,-2.190714268786277,4.704155475188082,79.42252913955518,0,11,0,0
125,2023-11-13 14:37:27.735786394,488.068432136597,2,43.668759619961975,3635,768.3391019536505,quarterly,tech,North,-0.9440713353857089,9.158827475625838,91.23885771120874,0,11,0,0
126,2023-11-13 15:30:01.651177933,20.276522200084127,6,170.8135871113577,2707,775.8440759570747,monthly,manufacturing,East,-0.5636704863226151,4.3553308103468105,95.45106101662297,0,11,0,0
127,2023-11-13 16:22:35.566569472,30.991168301560254,3,17.456837012900777,1310,704.8281722470698,quarterly,manufacturing,West,1.9798023864843561,3.2339743564500423,82.59735088282818,1,11,0,0
128,2023-11-13 17:15:09.481961011,60.31925453312708,3,25.4871079011055,1808,656.7104536622717,quarterly,tech,West,-0.2901704835882334,11.365637049856627,95.84410359699072,0,11,0,0
129,2023-11-13 18:07:43.397352550,33.00055389041992,11,70.11203652023708,1100,763.4863392389569,weekly,tech,East,-2.005152742049788,0.13197031156973554,98.40269541194967,0,11,0,0
130,2023-11-13 19:00:17.312744090,11.58066119969284,4,14.24409170380336,3648,524.1684757104276,quarterly,services,East,-0.7828357809243736,5.085242666834216,94.11963007704696,0,11,0,0
131,2023-11-13 19:52:51.228135629,58.47287519369047,10,10.407595799128986,2876,653.3633268292606,weekly,tech,South,1.1421256556210644,8.329335970641997,100.0,0,11,0,0
132,2023-11-13 20:45:25.143527168,18.87231977305747,8,6.772491075073082,728,791.5548970003655,weekly,tech,East,-0.9030426869689542,1.4215684578298349,75.21582817281653,0,11,0,0
133,2023-11-13 21:37:59.058918707,87.67111035062236,3,33.340351675452396,1066,666.6547943682568,weekly,manufacturing,East,-0.7406596187041069,0.29236496324814765,84.40127662249677,0,11,0,0
134,2023-11-13 22:30:32.974310246,21.770933746639052,7,19.176467509427503,422,783.7410795286766,weekly,tech,North,-0.3449208181829753,0.5593814237344662,84.1256163261839,0,11,0,0
135,2023-11-13 23:23:06.889701785,257.2206829662032,5,11.097196776212247,1981,663.3068546187287,quarterly,tech,East,-0.08847598868768751,7.78730271022268,62.00666801417835,1,11,0,0
136,2023-11-14 00:15:40.805093324,24.946828693946383,3,18.56588613746799,3296,635.6655271956324,weekly,services,West,0.1915360357644348,0.9948041419644322,84.52010011527933,0,11,1,0
137,2023-11-14 01:08:14.720484864,39.5647465764294,5,63.46024157989197,3634,712.7162864077117,monthly,services,West,0.29129489681605625,1.1771227168297624,86.33832529627412,0,11,1,0
138,2023-11-14 02:00:48.635876403,123.16405133026717,6,22.51046626304094,424,741.3442869383559,monthly,manufacturing,North,-1.0798495111551505,3.0948423880616516,70.11511702099695,1,11,1,0
139,2023-11-14 02:53:22.551267942,15.944846659330995,5,61.501935959539495,1583,676.9720689097529,weekly,services,South,1.0625563771258302,1.6027822875931172,83.2753222535942,0,11,1,0
140,2023-11-14 03:45:56.466659481,68.54290740218939,5,44.62215080223022,2622,719.5943135709854,monthly,manufacturing,West,-0.1407234546835284,14.336755955164627,93.87683987613941,1,11,1,0
141,2023-11-14 04:38:30.382051020,201.77288925729144,2,35.348999442159574,237,717.1565430687875,monthly,manufacturing,East,-0.9561312261459434,2.1740120133012892,100.0,0,11,1,0
142,2023-11-14 05:31:04.297442559,10.940995240054647,6,30.90373407134068,319,715.5130370266496,monthly,manufacturing,North,0.1471026094258841,0.5350388557982086,68.74480076803754,1,11,1,0
143,2023-11-14 06:23:38.212834099,65.669452204778,5,53.396906343708665,1071,846.2251511589429,weekly,tech,South,1.2029544205105582,1.525435828856182,100.0,0,11,1,0
144,2023-11-14 07:16:12.128225638,70.80168460329274,4,39.32696187428548,386,668.9315321458049,monthly,retail,West,0.44343195375803274,1.103233710283071,93.93088949508567,0,11,1,0
145,2023-11-14 08:08:46.043617177,119.32166000698963,7,36.310095485980675,2227,719.7727603357744,quarterly,manufacturing,South,0.22311306603337153,2.4304486465207926,100.0,0,11,1,0
146,2023-11-14 09:01:19.959008716,15.84809476697573,5,6.580730725125564,1248,669.2656454199,quarterly,tech,East,-0.4733465909054049,1.530740321967535,92.39293741263221,0,11,1,0
147,2023-11-14 09:53:53.874400255,14.578435071678328,6,24.21680774717888,2688,644.8583488479505,monthly,services,West,0.1985627461882262,15.290781607402376,93.86348589199869,1,11,1,0
148,2023-11-14 10:46:27.789791794,92.01407602495084,6,8.994720466426823,1026,694.6304414574169,quarterly,services,East,-1.3608825336630024,11.72253362703125,92.1958167396788,1,11,1,0
149,2023-11-14 11:39:01.705183333,73.47789944890694,6,13.081379714864735,2853,617.9644213518965,quarterly,retail,South,-0.9117671103801288,6.049574055053233,77.00972240983499,0,11,1,0
150,2023-11-14 12:31:35.620574873,70.13997233916332,3,69.47967849476682,165,723.0203453866867,quarterly,services,East,-0.24525507739290328,11.9857431199953,87.94937205063502,1,11,1,0
